initial_capital,final_nav,gross_nav,gross_return,net_return,gross_cagr,net_cagr,slippage_drag,cost_drag,tax_drag,total_friction,friction_as_pct_of_capital,friction_cagr_drag,n_days,years
1000000.0,3221707.0290935654,3386060.140700294,2.386060140700294,2.221707029093565,0.19894028743088965,0.1900988840628186,9908.707728761285,28015.69774613419,142310.27152216597,180234.67699706144,0.18023467699706144,0.008841403368071044,1694,6.722222222222222
