horizon,ic_mean,ic_std,ic_ir,hit_rate,avg_spread,n_observations
5,0.020569836611859547,0.3368395144122879,0.06106717214501827,0.5357142857142857,0.0002323347047318734,532
10,0.039264591608316496,0.3204120559859806,0.1225440518693669,0.5338345864661654,0.00263342009821185,532
20,0.03161398841408305,0.32767963626016533,0.09647834322235004,0.5150375939849624,0.005452806268145869,532
40,-0.002722023841732546,0.329282040235712,-0.008266542079804968,0.5150375939849624,0.0028823932954233286,532
60,-0.04827253492357154,0.3305343285566752,-0.14604393780930525,0.43796992481203006,-0.004977518198630085,532
