n_paths,n_days,initial_value,mean_return,median_return,std_return,mean_terminal,worst_terminal,best_terminal,prob_loss,prob_gt_10pct,mean_max_dd,worst_max_dd,cvar_5pct
1000,252,1000000.0,-0.0649064797402736,-0.06901767067113751,0.05241932324076285,935093.5202597263,784149.9342645116,1109933.7158966034,0.884,0.001,-0.10235718767517284,-0.22385615196078953,-0.16184558607683897
