total_score,grade,components,weights
53.2,C,"{'sharpe_stability': 50.0, 'drawdown_consistency': 50.0, 'turnover_efficiency': 55.0, 'regime_robustness': np.float64(35.0), 'parameter_robustness': np.float64(85.0)}","{'sharpe_stability': 0.25, 'drawdown_consistency': 0.2, 'turnover_efficiency': 0.2, 'regime_robustness': 0.2, 'parameter_robustness': 0.15}"
